date,reason
11/11/2010 8:28,01 UCO Bachelor's Degree
11/11/2010 8:29,completing upper class accounting classes to sit for the CPA exam
11/11/2010 8:29,"03
12"
11/16/2010 9:25,Personal interest and prep for CPA exam
11/16/2010 9:25,"09, 12"
11/16/2010 9:26,01 UCO Bachelor's Degree
11/30/2010 13:31,Personal interest and prep for CPA exam
11/30/2010 13:32,Bachelor`s degree
11/30/2010 13:36,UCO Bachelors Degree
12/2/2010 10:12,Personal interest and prep for CPA exam
12/2/2010 10:13,01 UCO Bachelor's Degree
12/9/2010 9:24,UCO Bachelor's Degree
12/10/2010 14:02,I am attending UCO for the ROTC program. I currently attend Oklahoma Christian and through UCO's ROTC program I'm paying for school.  I have to be an actual student at UCO in order to attend the neces
2/16/2011 8:04,Personal interest and prep for CPA exam
2/18/2011 9:12,Personal interest and prep for CPA exam
4/18/2011 11:39,I started school here and I'd like to finish here. 01. Bachelor's Degree.
2/8/2011 9:26,the most cost efficient school out there
2/14/2011 8:55,I want to become a Speech Pathologist and work in the school systems or private practice
4/8/2011 9:12,UCO Bachelor's Degree
2/28/2011 11:59,"01
09"
3/29/2011 9:39,Re admission For A bachelors degree.
3/29/2011 9:40,Second Bachelor's Degree
3/29/2011 9:40,Summer Courses for Major Requirements
4/1/2011 9:45,02 Second Bachelor's Degree
4/7/2011 7:52,Cont. Edu.
4/11/2011 7:57,"Brush up on my Anatomy to help me teach my Anatomy course better. 
Plan to teach Physics next year-need to prepare for the subject area test."
4/13/2011 8:00,09 - Summer school
4/13/2011 11:08,Transfer credit to my current college.
4/14/2011 8:23,01 bacheors degree
4/14/2011 8:23,Second Bachelor's Degree
4/15/2011 7:48,01 UCO Bachelor's Degree
4/18/2011 8:18,"01  I attended UCO, but have been out for about three years and would like to go finish what  I have started"
4/19/2011 8:06,01 UCO Bachelor's Degree
4/20/2011 8:03,bachelors in computer science
4/21/2011 9:50,I am returnig to the Gerontology program because Regis University in Denver did not offer Family Life Education.
4/21/2011 9:51,02 Second Bachelor's Degree
4/25/2011 8:13,summer school
4/25/2011 8:14,10. summer courses
4/25/2011 8:14,12 non-degree. Continuing Education
5/2/2011 8:06,I would like to take a calculus class over the summer while I am in Edmond. 09
5/3/2011 8:08,08 Second Bachelor's Degree
5/4/2011 8:20,01 UCO Bachelor's Degree
5/5/2011 8:40,ive went here before
5/5/2011 8:40,I am looking to take a Chemistry class that will transfer from UCO to OU. I live in Oklahoma City and want to take a summer class and UCO is closer to my house. I am interested in Chem 1103 and 1112.
5/9/2011 9:03,"09 personal interest 
looking to take finance over the summer while I am home."
5/9/2011 9:04,"I need one 3 hour credit to transfer to OSU to graduate college. UCO offers an online summer class, OSU does not. That is my reason for re-enrolling at UCO"
5/10/2011 16:35,I was a previous student and readmitting to continue my degree.
5/11/2011 8:22,Because I have 30 Hours to go to graduate
5/16/2011 8:22,Summer courses
5/17/2011 9:40,close to home and they have the program I'm looking for
5/17/2011 11:10,2nd bachelors egree or graduate degree unsure
5/18/2011 8:34,"I like this school, and would like to continue attending here. I have also heard great things about the Political science program. I have previously attended, took a break, now i'm back."
5/19/2011 8:57,Summer schooling in preparation for my freshman year at University of Oklahoma.
5/19/2011 8:58,Starting to get back in school (previously graduated from UCO) to further my knowledge in other fields then what I have previously achieved.
5/20/2011 10:41,02 Second Bachelor's Degree
5/20/2011 10:42,to take a summer class
6/3/2011 8:23,"01
Minor"
3/4/2013 9:21,AA - Pursuing AAS - ACM Program
3/4/2013 14:43,AA - Pursuing AAS - ACM Program
3/8/2013 15:02,AA - Pursuing AAS - ACM Program
3/8/2013 15:03,AA - Pursuing AAS - ACM Program
3/26/2013 9:45,AA - Pursuing AAS - ACM Program
3/29/2013 9:53,AA - Pursuing AAS - ACM Program
4/1/2013 10:38,AA - Pursuing AAS - ACM Program
4/5/2013 12:00,AA - Pursuing AAS - ACM Program
4/8/2013 11:39,AA - Pursuing AAS - ACM Program
4/17/2013 13:16,AA - Pursuing AAS - ACM Program
4/24/2013 12:46,AA - Pursuing AAS - ACM Program
4/24/2013 15:41,AA - Pursuing AAS - ACM Program
4/24/2013 15:41,AA - Pursuing AAS - ACM Program
4/29/2013 11:14,AA - Pursuing AAS - ACM Program
5/14/2013 11:41,AA - Pursuing AAS - ACM Program
5/17/2013 12:00,AA - Pursuing AAS - ACM Program
6/6/2013 11:25,AA - Pursuing AAS - ACM Program
6/12/2013 10:16,AA - Pursuing AAS - ACM Program
6/20/2013 8:50,AA - Pursuing AAS - ACM Program
6/26/2013 10:29,AA - Pursuing AAS - ACM Program
6/26/2013 10:29,AA - Pursuing AAS - ACM Program
7/12/2013 7:12,AA - Pursuing AAS - ACM Program
8/2/2013 9:02,AA - Pursuing AAS - ACM Program
8/12/2013 8:47,AA - Pursuing AAS - ACM Program
8/14/2013 9:44,AA - Pursuing AAS - ACM Program
10/3/2013 8:20,AA - Pursuing AAS - ACM Program
11/1/2013 14:29,AA - Pursuing AAS - ACM Program
11/1/2013 15:03,AA - Pursuing AAS - ACM Program
11/18/2013 8:27,AA - Pursuing AAS - ACM Program
2/3/2014 11:01,AA - Pursuing AAS - ACM Program
2/14/2014 10:36,AA - Pursuing AAS - ACM Program
2/19/2014 15:07,AA - Pursuing AAS - ACM Program
2/25/2014 10:32,AA - Pursuing AAS - ACM Program
3/11/2014 9:08,AA - Pursuing AAS - ACM Program
4/1/2014 8:13,AA - Pursuing AAS - ACM Program
4/4/2014 8:52,AA - Pursuing AAS - ACM Program
5/27/2014 9:29,AA - Pursuing AAS - ACM Program
6/16/2014 7:36,AA - Pursuing AAS - ACM Program
6/17/2014 8:50,AA - Pursuing AAS - ACM Program
6/23/2014 9:45,AA - Pursuing AAS - ACM Program
10/20/2014 12:06,AA - Pursuing AAS - ACM Program
11/20/2014 8:15,AA - Pursuing AAS - ACM Program
12/16/2014 10:34,AA - Pursuing AAS - ACM Program
12/19/2014 9:00,AA - Pursuing AAS - ACM Program
1/6/2015 7:54,AA - Pursuing AAS - ACM Program
3/23/2015 8:00,AA - Pursuing AAS - ACM Program
3/24/2015 9:57,AA - Pursuing AAS - ACM Program
4/1/2015 9:15,AA - Pursuing AAS - ACM Program
4/22/2015 8:57,AA - Pursuing AAS - ACM Program
4/27/2015 7:40,AA - Pursuing AAS - ACM Program
7/27/2015 7:06,AA - Pursuing AAS - ACM Program
7/31/2015 7:02,AA - Pursuing AAS - ACM Program
10/5/2015 7:00,AA - Pursuing AAS - ACM Program
11/2/2015 6:58,AA - Pursuing AAS - ACM Program
11/4/2015 7:05,AA - Pursuing AAS - ACM Program
12/10/2015 8:08,AA - Pursuing AAS - ACM Program
12/14/2015 6:59,AA - Pursuing AAS - ACM Program
1/26/2016 7:02,AA - Pursuing AAS - ACM Program
1/27/2016 7:03,AA - Pursuing AAS - ACM Program
2/1/2016 7:55,AA - Pursuing AAS - ACM Program
3/21/2016 7:03,AA - Pursuing AAS - ACM Program
3/22/2016 10:53,AA - Pursuing AAS - ACM Program
4/5/2016 7:01,AA - Pursuing AAS - ACM Program
4/18/2016 7:00,AA - Pursuing AAS - ACM Program
5/4/2016 6:58,AA - Pursuing AAS - ACM Program
5/10/2016 8:48,AA - Pursuing AAS - ACM Program
7/6/2016 7:00,AA - Pursuing AAS - ACM Program
8/4/2016 6:58,AA - Pursuing AAS - ACM Program
8/8/2016 7:00,AA - Pursuing AAS - ACM Program
8/12/2016 6:57,AA - Pursuing AAS - ACM Program
8/16/2016 10:53,AA - Pursuing AAS - ACM Program
10/7/2016 6:57,AA - Pursuing AAS - ACM Program
1/3/2017 6:59,AA - Pursuing AAS - ACM Program
1/3/2017 7:08,AA - Pursuing AAS - ACM Program
1/4/2017 6:54,AA - Pursuing AAS - ACM Program
1/18/2017 6:59,AA - Pursuing AAS - ACM Program
1/18/2017 6:59,AA - Pursuing AAS - ACM Program
2/27/2017 7:02,AA - Pursuing AAS - ACM Program
4/5/2017 6:57,AA - Pursuing AAS - ACM Program
4/11/2017 6:57,AA - Pursuing AAS - ACM Program
7/13/2017 13:28,AA - Pursuing AAS - ACM Program
7/28/2017 6:55,AA - Pursuing AAS - ACM Program
12/2/2010 10:05,SECOND BACHELOR DEGREE
12/10/2010 15:19,09 Personal Interest
2/8/2011 8:09,UCO Bachelor's Degree
3/21/2011 8:33,I choose to attend UCO because they have an amazing science department. And UCO is also very close to where I live with my parents which is wonderful.
3/21/2011 8:33,I choose to attend UCO because they have an amazing science department. And UCO is also very close to where I live with my parents which is wonderful.
3/21/2011 8:35,I feel like UCO is the correct place for me.
3/21/2011 8:35,I feel like UCO is the correct place for me.
3/31/2011 9:43,To finish my BS
4/1/2011 14:17,I am a graduate of UCO and I want to continue my education and obtain another degree from UCO.
4/12/2011 8:05,01  UCO Bachelor's Degree
4/25/2011 8:04,uco bachelor
4/26/2011 7:55,UCO Bachelor's Degree
5/4/2011 8:11,Bachelors Degree
5/13/2011 8:25,01 UCO Bachelor's Degree
5/16/2011 8:13,01 UCO Bachelor's Degree
5/17/2011 9:34,UCO Bachelor's Degree
5/19/2011 8:50,UCO Bachelor's Degree
5/25/2011 8:56,im reattending after taking a semester off for job training
5/25/2011 9:38,02 Second Bachelor's Degree
5/31/2011 7:44,02; 04
6/1/2011 11:00,Bachelor's Degree in Industrial Safety
6/13/2011 7:14,01 UCO Bachelor's Degree
6/15/2011 7:35,10 Transfer credits to NWOSU
6/24/2011 7:05,02 Second Bachelor's
7/5/2011 7:25,Need a college diploma to get a good job.
7/5/2011 7:25,01 UCO Bachelor's Degree
7/5/2011 10:59,UCO Bachelor's Degree
7/18/2011 7:10,obtain 2nd degree
7/28/2011 7:16,OBTAIN SECOND DEGREE/PARTICIPATE IN ROTC
8/5/2011 8:01,Prereqs for grad school
8/11/2011 7:48,Transfer to Another College
8/17/2011 12:42,"I am a current student at OU, and I need to take the communication sciences classes that OU does not offer."
8/18/2011 8:31,Persuing CPA certification
8/19/2011 8:06,I am a graduate of Oklahoma State University and am looking to obtain a second degree. I need to fulfill my hour requirements for the Accountancy board to be able to sit for the CPA exam.
8/22/2011 8:34,To receive credit in a math course
11/17/2011 8:26,10 - Transfer to Another College
12/15/2011 10:30,10 - Transfer to Another College
12/16/2011 8:34,10 - Transfer to Another College
4/9/2012 13:29,10 - Transfer to Another College
3/12/2012 13:03,10 - Transfer to Another College
3/29/2012 12:05,10 - Transfer to Another College
3/30/2012 9:39,10 - Transfer to Another College
4/16/2012 9:48,10 - Transfer to Another College
4/23/2012 8:30,10 - Transfer to Another College
5/3/2012 8:37,10 - Transfer to Another College
5/3/2012 9:51,10 - Transfer to Another College
5/9/2012 8:41,10 - Transfer to Another College
5/9/2012 11:21,10 - Transfer to Another College
5/10/2012 10:02,10 - Transfer to Another College
5/11/2012 8:58,10 - Transfer to Another College
5/14/2012 9:13,10 - Transfer to Another College
5/17/2012 8:05,10 - Transfer to Another College
5/21/2012 10:13,10 - Transfer to Another College
5/22/2012 9:12,10 - Transfer to Another College
5/23/2012 8:39,10 - Transfer to Another College
5/24/2012 9:02,10 - Transfer to Another College
5/25/2012 7:46,10 - Transfer to Another College
7/5/2012 8:13,10 - Transfer to Another College
7/11/2012 8:05,10 - Transfer to Another College
11/5/2012 10:32,10 - Transfer to Another College
11/6/2012 15:25,10 - Transfer to Another College
11/12/2012 8:19,10 - Transfer to Another College
4/12/2013 11:18,10 - Transfer to Another College
1/8/2013 8:17,10 - Transfer to Another College
2/19/2013 12:21,10 - Transfer to Another College
3/11/2013 8:04,10 - Transfer to Another College
3/27/2013 11:49,10 - Transfer to Another College
3/27/2013 11:49,10 - Transfer to Another College
3/29/2013 9:38,10 - Transfer to Another College
4/1/2013 8:13,10 - Transfer to Another College
4/8/2013 8:02,10 - Transfer to Another College
4/10/2013 9:56,10 - Transfer to Another College
4/11/2013 9:57,10 - Transfer to Another College
4/22/2013 8:42,10 - Transfer to Another College
4/23/2013 11:11,10 - Transfer to Another College
4/26/2013 9:24,10 - Transfer to Another College
4/30/2013 10:53,10 - Transfer to Another College
5/1/2013 10:08,10 - Transfer to Another College
5/3/2013 11:07,10 - Transfer to Another College
5/6/2013 11:25,10 - Transfer to Another College
5/6/2013 11:26,10 - Transfer to Another College
5/8/2013 11:46,10 - Transfer to Another College
5/28/2013 7:18,10 - Transfer to Another College
6/3/2013 8:38,10 - Transfer to Another College
7/18/2013 8:26,10 - Transfer to Another College
7/25/2013 8:17,10 - Transfer to Another College
8/6/2013 7:56,10 - Transfer to Another College
10/2/2013 11:15,10 - Transfer to Another College
11/13/2013 15:03,10 - Transfer to Another College
11/13/2013 15:04,10 - Transfer to Another College
2/20/2014 9:53,10 - Transfer to Another College
3/6/2014 12:17,10 - Transfer to Another College
3/13/2014 11:33,10 - Transfer to Another College
4/3/2014 12:06,10 - Transfer to Another College
4/7/2014 9:27,10 - Transfer to Another College
4/23/2014 10:12,10 - Transfer to Another College
5/1/2014 9:08,10 - Transfer to Another College
5/1/2014 10:46,10 - Transfer to Another College
5/7/2014 8:26,10 - Transfer to Another College
5/7/2014 9:36,10 - Transfer to Another College
5/13/2014 10:27,10 - Transfer to Another College
5/15/2014 8:40,10 - Transfer to Another College
7/8/2014 7:22,10 - Transfer to Another College
8/21/2014 8:44,10 - Transfer to Another College
10/13/2014 8:52,10 - Transfer to Another College
11/5/2014 8:41,10 - Transfer to Another College
1/5/2015 7:40,10 - Transfer to Another College
1/7/2015 8:24,10 - Transfer to Another College
2/18/2015 7:38,10 - Transfer to Another College
3/5/2015 9:59,10 - Transfer to Another College
3/23/2015 7:51,10 - Transfer to Another College
3/25/2015 8:20,10 - Transfer to Another College
3/26/2015 7:38,10 - Transfer to Another College
3/31/2015 8:49,10 - Transfer to Another College
4/1/2015 9:10,10 - Transfer to Another College
4/1/2015 10:43,10 - Transfer to Another College
4/6/2015 7:38,10 - Transfer to Another College
4/7/2015 7:39,10 - Transfer to Another College
4/10/2015 7:37,10 - Transfer to Another College
4/20/2015 7:38,10 - Transfer to Another College
4/24/2015 7:39,10 - Transfer to Another College
4/24/2015 8:46,10 - Transfer to Another College
4/27/2015 7:37,10 - Transfer to Another College
5/11/2015 7:27,10 - Transfer to Another College
5/11/2015 7:27,10 - Transfer to Another College
5/13/2015 12:21,10 - Transfer to Another College
6/2/2015 7:18,10 - Transfer to Another College
6/4/2015 7:15,10 - Transfer to Another College
4/11/2016 6:59,10 - Transfer to Another College
10/23/2015 7:03,10 - Transfer to Another College
11/4/2015 7:01,10 - Transfer to Another College
11/16/2015 7:07,10 - Transfer to Another College
11/19/2015 9:11,10 - Transfer to Another College
1/4/2016 7:06,10 - Transfer to Another College
1/4/2016 7:07,10 - Transfer to Another College
2/15/2016 6:58,10 - Transfer to Another College
2/22/2016 7:06,10 - Transfer to Another College
3/3/2016 7:01,10 - Transfer to Another College
3/9/2016 7:04,10 - Transfer to Another College
3/9/2016 7:04,10 - Transfer to Another College
3/11/2016 6:59,10 - Transfer to Another College
3/23/2016 6:55,10 - Transfer to Another College
3/29/2016 6:54,10 - Transfer to Another College
3/29/2016 11:31,10 - Transfer to Another College
4/5/2016 6:57,10 - Transfer to Another College
4/13/2016 6:59,10 - Transfer to Another College
4/14/2016 6:52,10 - Transfer to Another College
4/19/2016 7:04,10 - Transfer to Another College
4/26/2016 6:52,10 - Transfer to Another College
5/9/2016 6:53,10 - Transfer to Another College
5/11/2016 6:55,10 - Transfer to Another College
6/2/2016 6:53,10 - Transfer to Another College
6/3/2016 6:57,10 - Transfer to Another College
8/9/2016 6:55,10 - Transfer to Another College
10/24/2016 6:59,10 - Transfer to Another College
1/3/2017 8:21,10 - Transfer to Another College
3/20/2017 7:02,10 - Transfer to Another College
3/20/2017 7:02,10 - Transfer to Another College
3/29/2017 6:56,10 - Transfer to Another College
4/6/2017 6:56,10 - Transfer to Another College
4/4/2017 7:22,10 - Transfer to Another College
4/25/2017 6:58,10 - Transfer to Another College
4/14/2017 6:56,10 - Transfer to Another College
4/12/2017 7:01,10 - Transfer to Another College
4/12/2017 7:01,10 - Transfer to Another College
5/16/2017 6:55,10 - Transfer to Another College
4/17/2017 6:53,10 - Transfer to Another College
4/26/2017 6:51,10 - Transfer to Another College
4/21/2017 6:51,10 - Transfer to Another College
7/5/2017 6:54,10 - Transfer to Another College
6/29/2017 6:50,10 - Transfer to Another College
7/31/2007 8:26,04 Teacher cetification
7/31/2007 8:27,UCO Bachelor's Degree
7/31/2007 8:28,UCO Bachelor's Degree.
7/31/2007 8:28,Bachelors Degree
7/31/2007 8:31,04 Teacher cetification
7/31/2007 14:42,04 Teacher cetification
8/1/2007 8:22,04 Teacher cetification
8/2/2007 8:04,04 Teacher cetification
8/2/2007 8:20,04 Teacher cetification
8/2/2007 9:10,04 Teacher cetification
8/2/2007 9:17,04 Teacher cetification
8/3/2007 9:05,04 Teacher cetification
8/3/2007 9:34,04 Teacher cetification
8/6/2007 8:22,04 Teacher cetification
8/6/2007 8:22,12 Undecided or Non-Degree
8/6/2007 8:44,04 Teacher cetification
8/6/2007 8:45,04 Teacher cetification
8/6/2007 8:45,04 Teacher cetification
8/8/2007 8:28,04 Teacher cetification
8/8/2007 8:29,04 Teacher cetification
8/8/2007 8:35,04 Teacher cetification
8/28/2007 12:13,I want to receive my bachelors
11/7/2007 8:32,01; 09
11/12/2007 8:15,01 UCO Bachelor's Degree
11/19/2007 8:41,1. UCO Bachelor's Degree
12/4/2007 7:46,Qualify to sit for CPA examination
12/4/2007 7:55,03 UCO Certificate (Non-Degree)
1/11/2008 8:16,Bachelor's Degree
2/25/2008 12:08,"01--over the course of my undergraduate degree, i have discovered that the staff in the english department at the university of central oklahoma is as talented and educated as any in the state.  i wou"
2/28/2008 8:04,Major Code 5302
3/14/2008 9:32,02 Second Bachelor's Degree
4/2/2008 9:14,To attend a summer class for credit that will transfer to OSU.
4/3/2008 9:52,01 UCO Bachelor's Degree
4/28/2008 13:47,01 - I have already started my degree at UCO and am trying to finish it.
4/28/2008 15:17,02 Second Bachelor's Degree
5/6/2008 14:58,01 UCO Bachelor's Degree
5/20/2008 16:23,To take a required class for being a CTE teacher.
5/22/2008 9:12,"Engineering physics, biomedical  engineering."
6/24/2008 9:19,Bachelors Degree
7/8/2008 7:09,"01. UCO is close to home.
02. The degree I wish to explore is offered at UCO.
03. The programs that UCO offers is something that I am interested in.
04. My sister was very active in Campus Crusades"
7/9/2008 7:32,02 Second Bachelor's Degree
7/17/2008 9:11,UCO Bachelor's Degree
8/4/2008 8:45,01 UCO Bachelor's Degree
8/5/2008 9:52,01 UCO Bachelor's Degree
8/8/2008 9:36,1) UCO Bachelor Degree
8/8/2008 9:36,01 Bachelor's Degree
8/11/2008 9:40,01 UCO Bachelor's Degree
8/19/2008 11:13,It has been the only school i wanted to go to since i was in high school.
11/3/2008 8:27,UCO Bachelor's Degree
12/22/2008 9:47,Would like to further my education by  double majoring in English Education.
12/31/2008 8:12,"09)  I am starting the Physician Assistant program at the University of Oklahoma, and I want to take some science courses to prepare for the program."
1/2/2009 11:04,01 Bachelor's Degree
1/6/2009 8:18,09 Personal Interest
1/7/2009 9:21,"Teacher Certification
I have credits trasfering from OSU and Murry State College."
1/16/2009 8:00,I am completing the degree I started with the univeristy I had 9 hourss left to complete to graduate.
1/29/2009 9:36,I am currently attending as a concurrent high school senior.  I feel UCO offers what I need to be accepted into medical school. 01 UCO Bachelor's Degree
2/25/2009 9:42,01 UCO Bachelor's Degree
3/2/2009 8:23,01 UCO Bachelor's Degree
3/3/2009 8:46,02 My father attended UCO and I plan to do the same.
3/9/2009 8:07,"Because I have worked in reatail for about 5 years now, and I have been a superviosor for 2 years. So I would like attend uco to persue my Bachelors Degree in General Business, so that someday I can r"
3/9/2009 8:07,I'VE REACHED THE POINT IN MY LIFE WHERE I AM READY TO GET SERIOUS ABOUT MY FUTURE.  I AM EAGER TO OBTAIN MY DEGREE FROM A SCHOOL THAT HAS A GREAT REPUTATION AND CLOSE TO HOME.
3/11/2009 8:32,"01, 02, 09"
3/17/2009 7:41,"01,09,12"
3/30/2009 7:49,Second Bachelor's Degree
4/1/2009 11:54,01 UCO Bachelor's Degree
4/3/2009 9:34,10.  Intersession- I am graduating in December and still need a couple of classes that I cannot fit into my schedule at OU.
4/20/2009 13:23,01 and 10
4/29/2009 8:06,01 Bachelor's Degree
4/29/2009 8:34,01 Bachelor's Degree
5/8/2009 8:00,"to finish my degree, have 110 hours"
5/21/2009 8:16,"09

UCO has a great graphic design program."
6/22/2009 6:51,09 Personal interest.
7/1/2009 8:40,03 Second B.A.
7/6/2009 7:17,I want to get my bachelor's degree in education. I've attended UCO before and had a great experience there. Campus life was great and I hope to return if accepted.
7/20/2009 11:38,2nd Bachelors in Music with Jazz Minor
8/6/2009 10:14,for good reputation
8/12/2009 8:09,01 UCO Bachelor's Degree
8/17/2009 14:35,01 Bachelor's Degree
8/19/2009 11:51,01 UCO Bachlors Degree
9/30/2009 11:55,Bachelor's Degree
10/22/2009 8:20,01 UCO Bachelor's Degree
10/26/2009 12:02,01 UCO Bachelor's Degree
10/28/2009 14:07,Personal Interest.
11/3/2009 8:21,"01, 10, 12"
11/6/2009 16:47,02 Second Bachelor's Degree
11/11/2009 9:07,Uco B achelor's Degree
11/16/2009 9:53,UCO Bachelors Degree
11/18/2009 7:43,To Continue Higher education
11/20/2009 13:23,01 UCO Bachelor's Degree
11/20/2009 13:23,01 Bachelors
11/30/2009 10:56,Personal Interest
11/30/2009 10:57,01) UCO Bachelor's Degree
12/2/2009 14:14,01 UCO Bachelor's Degree
12/7/2009 8:00,01 bachelors degree
12/8/2009 9:51,Bachelors Degree
12/15/2009 11:54,UCO Bachelors Degree
12/30/2009 9:24,01 UCO Bachelor's Degree
1/5/2010 17:32,Second Bachelor's Degree
1/7/2010 11:15,to get my bacholers in biology
1/11/2010 10:27,02 Second Bachelor's Degree
1/11/2010 15:58,01 UCO Bachelor's Degree
1/12/2010 7:57,01 UCO Bachelor's Degree
1/13/2010 8:09,"I am attending UCO because it is close to home.
1, 9,"
1/14/2010 15:59,01 UCO Bachelors Degree
1/15/2010 7:53,UCO Bachelor's Degree
1/15/2010 7:54,bachelor degree
1/19/2010 13:57,09 Personal Interest
1/19/2010 13:57,09 Personal Interest
1/26/2010 10:13,To recieve a Bachelors Degree
1/26/2010 10:16,"01, 10"
2/16/2010 8:50,02 second bachelors degree
2/18/2010 7:55,"01, 09"
3/8/2010 7:51,I would like to take some classes to help raise my GPA so I can get into graduate school.
3/22/2010 10:07,01-career ladder rn-bsn
3/26/2010 7:50,Pre-Medical
3/26/2010 8:16,01-career ladder rn-bsn
3/26/2010 8:16,10 Transfer to Another College
3/26/2010 8:16,UCO Bachelor's Degree
3/30/2010 10:18,Pre-Medical
4/1/2010 7:35,Pre-Medical
4/5/2010 11:46,Pre-Medical
4/6/2010 11:55,01-career ladder rn-bsn
4/6/2010 11:55,Summer school credits.
4/6/2010 11:56,10 Transfer to Another College
4/6/2010 11:56,"I am currently at Oklahoma State University, and it is too much for me. I need to attend a smaller university so that I can get back on my feet. ----10. Transfer to another College (for dental hygiene"
4/6/2010 11:58,Attented previously
4/8/2010 9:36,"01,04,09, 10"
4/8/2010 9:37,Pre-Medical
4/8/2010 9:38,UCO Bachelor's Degree
4/9/2010 7:40,"01 uco bachelor's degree (b.a in history education)
02 teaching certification"
4/9/2010 7:41,Attented previously
4/12/2010 13:04,"01,04,09, 10"
4/12/2010 13:05,Pre-Medical
4/12/2010 13:09,Attented previously
4/14/2010 16:14,"01,04,09, 10"
4/15/2010 10:29,Pre-Medical
4/19/2010 11:47,I am a current student at SNU and I am moving to Brazil in 4 months and I need Business Finance class in order to complete my degree before my move.
4/19/2010 11:47,"09 , 10"
4/19/2010 11:49,Attented previously
4/21/2010 7:59,01 UCO Bachelors Degree
4/21/2010 8:00,01 UCO Bachelors Degree
4/22/2010 7:46,Attented previously
4/22/2010 10:38,01 UCO Bachelor's Degree
4/22/2010 10:39,Personal Interest
4/23/2010 15:49,"01, 09"
4/27/2010 9:49,Attented previously
4/27/2010 13:05,"01, 04"
4/27/2010 13:06,Personal Interest
4/29/2010 9:46,Personal Interest
4/29/2010 9:47,To pick up summer credits.
5/3/2010 8:47,Personal Interest
5/4/2010 9:29,Personal Interest
5/4/2010 9:48,summer school
5/5/2010 9:35,summer school
5/5/2010 14:06,UCO bachelor degree in Political Science minor International Relations
5/5/2010 14:06,i think this is a very nice school and most of my cousins have been attending for a long time and enjoy the teachers and the people they meet.
5/5/2010 14:06,Personal Interest
5/6/2010 9:07,summer school
5/6/2010 9:07,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/6/2010 9:22,Personal Interest
5/6/2010 15:26,Personal Interest
5/10/2010 11:02,02 Second Bachelor's Degree
5/10/2010 11:08,summer school
5/10/2010 11:08,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/10/2010 14:42,summer school
5/11/2010 11:41,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/11/2010 11:42,To Futher my education. 09 personal interest.
5/11/2010 16:10,02 Second Bachelor's Degree
5/11/2010 16:27,Summer classes - then I return to OSU
5/11/2010 16:27,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/13/2010 7:57,02 Second Bachelor's Degree
5/13/2010 9:36,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/17/2010 8:55,Degree 02 Second bachelors degree
5/17/2010 8:55,02 Second Bachelor's Degree
5/17/2010 8:58,To receive bachelors degree and move up within Oklahoma Gas Electric Company. 01
5/17/2010 8:58,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/18/2010 11:44,09 I did not take any undergraduate accounting courses and therefore my current employer is stating this would be a benefit to my upward movement in the company.
5/18/2010 16:13,Degree 02 Second bachelors degree
5/18/2010 16:13,02 Second Bachelor's Degree
5/20/2010 7:45,Degree 02 Second bachelors degree
5/20/2010 7:45,02 Second Bachelor's Degree
5/21/2010 7:54,Degree 02 Second bachelors degree
5/21/2010 7:54,02 Second Bachelor's Degree
5/24/2010 11:01,Degree 02 Second bachelors degree
5/24/2010 11:01,02 Second Bachelor's Degree
5/25/2010 9:50,Degree 02 Second bachelors degree
5/25/2010 10:57,02 Second Bachelor's Degree
6/1/2010 13:51,10 and 01
6/7/2010 9:18,Bachelor's Degree
6/22/2010 7:03,UCO Bachelor's Degree
6/29/2010 7:08,Because I graduated form UCO.
7/13/2010 7:23,02 and 04
7/13/2010 8:31,02 Second Bachelor's Degree
7/27/2010 9:04,undeclared
8/5/2010 7:47,2nd Bachelors
8/16/2010 8:22,To take a required class needed in order to graduate from another institution.
10/25/2010 9:33,Personal Intrest
10/28/2010 8:15,01 UCO Bachelor's Degree
10/28/2010 8:15,9.  I already have a degree in Finance from OSU.  I am wanting to take the required hours to qualify to take CPA.
11/8/2010 14:04,After being pulled twice by the military to serve in Iraq for 3 1/2 years and having a family and maturing this much more. I found it time to finally start back to school and finish my degree if admit
11/19/2010 15:37,Post Baccalaureate
12/14/2010 9:06,1. UCO Bachelor's Degree
12/14/2010 9:07,1. UCO Bachelor's Degree
12/14/2010 9:08,01 UCO Bachelors Degree
12/14/2010 9:08,1. UCO Bachelor's Degree
12/14/2010 9:09,second bachelors degree
12/14/2010 9:09,second bachelors degree
12/14/2010 9:09,second bachelors degree
12/16/2010 9:56,1. UCO Bachelor's Degree
12/16/2010 9:57,second bachelors degree
12/16/2010 10:40,1. UCO Bachelor's Degree
12/16/2010 10:40,second bachelors degree
12/16/2010 10:45,1. UCO Bachelor's Degree
12/16/2010 10:45,second bachelors degree
